Call Open Interest,Call Volume,Call Theta,Call Vega,Call Gamma,Call Delta,Call Ask,Strike,Put Ask,Put Delta,Put Gamma,Put Vega,Put Theta,Put Volume,Put Open Interest
606,152,-2.403,1.892,0.466,31,15.0,3935,53.75,68,0.458,1.903,-2.437,8,226
609,203,-2.67,1.966,0.358,34,23.0,3940,57.25,70,0.443,1.842,-2.271,48,330
317,155,-2.041,1.747,0.438,26,11.75,3945,61.75,72,0.418,1.798,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.877,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.919,-5.052,133,171
67,21,-4.919,1.964,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.001,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.034,-4.664,61,328
409,101,-4.365,2.092,0.441,58,44.1,3875,27.33,42,0.442,2.092,-4.366,265,401
226,19,-4.53,2.063,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.126,0.471,53,37.0,3890,30.5,46,0.467,2.126,-4.052,108,622
150,85,-3.884,2.134,0.478,51,34.0,3895,32.25,48,0.479,2.134,-3.883,139,258
525,324,-3.708,2.134,0.487,49,31.0,3900,34.5,51,0.483,2.134,-3.709,1100,1020
121,209,-3.527,2.126,0.491,46,28.25,3905,36.75,53,0.487,2.126,-3.531,152,370
330,165,-3.339,2.109,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.084,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.048,0.493,38,20.75,3920,44.75,61,0.48,2.053,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.01,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.892,0.466,31,15.0,3935,53.75,68,0.458,1.903,-2.437,8,226
609,203,-2.67,1.966,0.358,34,23.0,3940,57.25,70,0.443,1.842,-2.271,48,330
317,155,-2.041,1.747,0.438,26,11.75,3945,61.75,72,0.418,1.798,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.877,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.964,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.001,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.034,-4.664,61,328
409,101,-4.365,2.092,0.441,58,44.1,3875,27.33,42,0.442,2.092,-4.366,265,401
226,19,-4.53,2.063,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.126,0.471,53,37.0,3890,30.5,46,0.467,2.126,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.134,0.487,49,31.0,3900,34.5,51,0.483,2.134,-3.709,1100,1020
121,209,-3.527,2.126,0.491,46,28.25,3905,36.75,53,0.487,2.126,-3.531,152,370
330,165,-3.339,2.109,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.048,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.01,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.966,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.798,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.877,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.964,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.001,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.034,-4.664,61,328
409,101,-4.365,2.092,0.441,58,44.1,3875,27.33,42,0.442,2.092,-4.366,265,401
226,19,-4.53,2.063,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.126,0.471,53,37.0,3890,30.5,46,0.467,2.126,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.134,0.487,49,31.0,3900,34.5,51,0.483,2.134,-3.709,1100,1020
121,209,-3.527,2.126,0.491,46,28.25,3905,36.75,53,0.487,2.126,-3.531,152,370
330,165,-3.339,2.109,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.01,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.798,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.877,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.001,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.034,-4.664,61,328
409,101,-4.365,2.092,0.441,58,44.1,3875,27.33,42,0.442,2.092,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.126,0.471,53,37.0,3890,30.5,46,0.467,2.126,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.709,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.126,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.01,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.877,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.092,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.126,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.923,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.96,-4.929,118,877
26,9,-4.793,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.998,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.102,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.879,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.929,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.111,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.133,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.929,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.034,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.111,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.086,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.959,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.929,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.033,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.062,-4.531,334,326
311,81,-4.216,2.11,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.133,0.478,51,34.0,3895,32.25,48,0.479,2.133,-3.883,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.085,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.052,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.951,0.477,33,16.75,3930,50.5,66,0.469,1.958,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.918,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.929,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.033,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.061,-4.531,334,326
311,81,-4.216,2.11,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.132,0.478,51,34.0,3895,32.25,48,0.479,2.132,-3.884,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.083,0.492,41,23.25,3915,42.25,58,0.48,2.085,-3.177,164,232
391,293,-2.96,2.047,0.493,38,20.75,3920,44.75,61,0.48,2.051,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.95,0.477,33,16.75,3930,50.5,66,0.469,1.958,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.902,-2.437,8,226
609,203,-2.67,1.965,0.358,34,23.0,3940,57.25,70,0.443,1.841,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.917,-5.052,133,171
67,21,-4.919,1.963,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.93,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.033,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.062,0.443,60,46.41,3880,24.68,39,0.444,2.061,-4.531,334,326
311,81,-4.216,2.11,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.132,0.478,51,34.0,3895,32.25,48,0.479,2.132,-3.884,139,258
525,324,-3.708,2.133,0.487,49,31.0,3900,34.5,51,0.483,2.133,-3.71,1100,1020
121,209,-3.527,2.125,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.108,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.082,0.492,41,23.25,3915,42.25,58,0.48,2.085,-3.177,164,232
391,293,-2.96,2.046,0.493,38,20.75,3920,44.75,61,0.48,2.051,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.95,0.477,33,16.75,3930,50.5,66,0.469,1.958,-2.614,77,659
606,152,-2.403,1.891,0.466,31,15.0,3935,53.75,68,0.458,1.901,-2.437,8,226
609,203,-2.67,1.964,0.358,34,23.0,3940,57.25,70,0.443,1.84,-2.271,48,330
317,155,-2.041,1.746,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.917,-5.052,133,171
67,21,-4.919,1.962,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.93,118,877
26,9,-4.794,2.0,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.033,0.423,62,50.5,3870,23.75,37,0.424,2.033,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.091,-4.366,265,401
226,19,-4.53,2.061,0.443,60,46.41,3880,24.68,39,0.444,2.061,-4.531,334,326
311,81,-4.216,2.11,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.125,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.132,0.478,51,34.0,3895,32.25,48,0.479,2.132,-3.884,139,258
525,324,-3.708,2.132,0.487,49,31.0,3900,34.5,51,0.483,2.132,-3.71,1100,1020
121,209,-3.527,2.124,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.107,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.082,0.492,41,23.25,3915,42.25,58,0.48,2.085,-3.177,164,232
391,293,-2.96,2.046,0.493,38,20.75,3920,44.75,61,0.48,2.051,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.95,0.477,33,16.75,3930,50.5,66,0.469,1.958,-2.614,77,659
606,152,-2.403,1.89,0.466,31,15.0,3935,53.75,68,0.458,1.901,-2.437,8,226
609,203,-2.67,1.964,0.358,34,23.0,3940,57.25,70,0.443,1.84,-2.271,48,330
317,155,-2.041,1.745,0.438,26,11.75,3945,61.75,72,0.418,1.797,-2.166,7,254
377,18,-5.157,1.878,0.368,69,65.5,3850,18.75,30,0.369,1.876,-5.163,939,1605
15,5,-5.04,1.922,0.381,67,61.75,3855,19.75,32,0.384,1.917,-5.052,133,171
67,21,-4.919,1.962,0.394,66,58.0,3860,21.0,34,0.398,1.959,-4.93,118,877
26,9,-4.794,1.999,0.408,64,54.25,3865,22.25,35,0.412,1.997,-4.802,101,124
42,9,-4.662,2.033,0.423,62,50.5,3870,23.75,37,0.424,2.032,-4.664,61,328
409,101,-4.365,2.091,0.441,58,44.1,3875,27.33,42,0.442,2.09,-4.366,265,401
226,19,-4.53,2.061,0.443,60,46.41,3880,24.68,39,0.444,2.061,-4.531,334,326
311,81,-4.216,2.11,0.46,56,40.25,3885,28.5,44,0.46,2.11,-4.216,213,1627
323,125,-4.053,2.124,0.471,53,37.0,3890,30.5,46,0.467,2.125,-4.052,108,622
150,85,-3.884,2.132,0.478,51,34.0,3895,32.25,48,0.479,2.132,-3.884,139,258
525,324,-3.708,2.132,0.487,49,31.0,3900,34.5,51,0.483,2.132,-3.71,1100,1020
121,209,-3.527,2.124,0.491,46,28.25,3905,36.75,53,0.487,2.125,-3.531,152,370
330,165,-3.339,2.107,0.496,43,25.5,3910,200.0,48,0.082,2.132,-4.406,151,565
132,167,-3.156,2.082,0.492,41,23.25,3915,42.25,58,0.48,2.085,-3.177,164,232
391,293,-2.96,2.046,0.493,38,20.75,3920,44.75,61,0.48,2.051,-2.987,84,563
203,161,-3.376,2.101,0.27,43,45.0,3925,47.5,63,0.477,2.009,-2.799,20,550
221,447,-2.586,1.95,0.477,33,16.75,3930,50.5,66,0.469,1.958,-2.614,77,659
606,152,-2.403,1.89,0.466,31,15.0,3935,53.75,68,0.458,1.901,-2.437,8,226
609,203,-2.67,1.964,0.358,34,23.0,3940,57.25,70,0.443,1.84,-2.271,48,330
